"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"Process","GO:0032879",32,2740,9606,"9606.ENSP00000215832,9606.ENSP00000223215,9606.ENSP00000229135,9606.ENSP00000258975,9606.ENSP00000262741,9606.ENSP00000265641,9606.ENSP00000292303,9606.ENSP00000303148,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000310649,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000341044,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000351214,9606.ENSP00000354511,9606.ENSP00000364802,9606.ENSP00000371420,9606.ENSP00000377192,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000386377,9606.ENSP00000398698,9606.ENSP00000411004,9606.ENSP00000412237,9606.ENSP00000445306,9606.ENSP00000467494,9606.ENSP00000477344","MAPK1,MEST,IFNG,TACO1,PIK3R3,CPT1A,CCR5,TMEM37,ADORA2B,ADRB2,BRSK1,OXTR,P2RX7,ADORA2A,ACACB,GPR29,KCNQ5,KEL,TOMM7,COMT,HSPA1A,GPNMB,G6PD,ENSP00000383715,IL6,MGAT5,TNF,XG,IL10,ATP1A1,GIPR,SYT6",0.00045,0.0398,"Regulation of localization"
"Process","GO:0002703",7,209,9606,"9606.ENSP00000304501,9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","ADORA2B,IL23R,P2RX7,NLRP3,IL6,TNF,IL10",0.00046,0.0402,"Regulation of leukocyte mediated immunity"
"Process","GO:0002822",6,150,9606,"9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,P2RX7,NLRP3,IL6,TNF,IL10",0.00049,0.0418,"Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"Process","GO:0009987",111,15024,9606,"9606.ENSP00000023064,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000216780,9606.ENSP00000229135,9606.ENSP00000231509,9606.ENSP00000258742,9606.ENSP00000258975,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000262430,9606.ENSP00000262741,9606.ENSP00000265594,9606.ENSP00000265641,9606.ENSP00000268124,9606.ENSP00000281317,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000295550,9606.ENSP00000299847,9606.ENSP00000300215,9606.ENSP00000303148,9606.ENSP00000303427,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000307199,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000309092,9606.ENSP00000310170,9606.ENSP00000310649,9606.ENSP00000310933,9606.ENSP00000312029,9606.ENSP00000317790,9606.ENSP00000321345,9606.ENSP00000324105,9606.ENSP00000324270,9606.ENSP00000325868,9606.ENSP00000326305,9606.ENSP00000327025,9606.ENSP00000330696,9606.ENSP00000334665,9606.ENSP00000336630,9606.ENSP00000337383,9606.ENSP00000341044,9606.ENSP00000343273,9606.ENSP00000343657,9606.ENSP00000343952,9606.ENSP00000344095,9606.ENSP00000345055,9606.ENSP00000346173,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351214,9606.ENSP00000352833,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000358518,9606.ENSP00000358831,9606.ENSP00000359609,9606.ENSP00000359871,9606.ENSP00000360124,9606.ENSP00000360217,9606.ENSP00000361042,9606.ENSP00000361064,9606.ENSP00000361813,9606.ENSP00000362727,9606.ENSP00000364802,9606.ENSP00000367064,9606.ENSP00000370023,9606.ENSP00000371420,9606.ENSP00000372139,9606.ENSP00000372160,9606.ENSP00000373298,9606.ENSP00000376303,9606.ENSP00000377192,9606.ENSP00000379011,9606.ENSP00000379087,9606.ENSP00000383715,9606.ENSP00000383840,9606.ENSP00000385025,9606.ENSP00000385675,9606.ENSP00000385689,9606.ENSP00000386377,9606.ENSP00000389175,9606.ENSP00000393066,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000408236,9606.ENSP00000411004,9606.ENSP00000412237,9606.ENSP00000419371,9606.ENSP00000425840,9606.ENSP00000427690,9606.ENSP00000430950,9606.ENSP00000433490,9606.ENSP00000438689,9606.ENSP00000441858,9606.ENSP00000444810,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000467494,9606.ENSP00000468500,9606.ENSP00000477344,9606.ENSP00000478257,9606.ENSP00000480020,9606.ENSP00000480484,9606.ENSP00000482590","SLC7A9,MAPK1,MYH9,PCK2,IFNG,NR3C1,NUPL2,TACO1,VIPR2,SLC4A1,MLYCD,PIK3R3,MCCC1,CPT1A,POLG,MMAA,HTR6,CACHD1,CCR5,COL6A3,CHRFAM7A,EPB42,TMEM37,PDS5A,ADORA2B,ADRB2,AHSP,CD248,GABRB3,GMPPB,FOSL1,BRSK1,MADD,UCP2,SPTBN5,IL23R,ENO3,OXTR,ODF3,SLC25A20,RORC,P2RX7,FSCN2,ADORA2A,NLRP3,ACACB,KLHL7,MCCC2,GPR29,ZNF683,KCNQ5,ETFB,KEL,CCRL2,TOMM7,PTPN22,GYPA,COMT,SPTA1,FCRL1,F8A2,ELOVL4,LMBRD1,ACADM,PGM1,RHAG,SURF1,MINPP1,BEX1,DENND1A,HSPA1A,CUBN,HADHA,GPNMB,DEFA1,DOK6,COLQ,CPT1C,G6PD,CPT1B,ADM2,ENSP00000383715,MMACHC,SMCR8,IL6,GRAMD4,MGAT5,GLYCTK,SLC4A10,TNF,SLC12A3,CYTH2,XG,IL10,AZI2,RNF150,GYPB,IDO1,CALCB,ACADVL,DMXL2,FKBP5,ATP1A1,SPTB,GIPR,GFAP,SYT6,CCNI2,HEMGN,TCHH,TBC1D3F",0.00051,0.0436,"Cellular process"
"Process","GO:0002706",6,152,9606,"9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","IL23R,P2RX7,NLRP3,IL6,TNF,IL10",0.00052,0.0442,"Regulation of lymphocyte mediated immunity"
"Process","GO:0031329",15,875,9606,"9606.ENSP00000229135,9606.ENSP00000262430,9606.ENSP00000265641,9606.ENSP00000305372,9606.ENSP00000330696,9606.ENSP00000341044,9606.ENSP00000351214,9606.ENSP00000352833,9606.ENSP00000358518,9606.ENSP00000364802,9606.ENSP00000385025,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000468500","IFNG,MLYCD,CPT1A,ADRB2,P2RX7,ACACB,TOMM7,PTPN22,F8A2,HSPA1A,SMCR8,IL6,TNF,IL10,GFAP",0.00052,0.0442,"Regulation of cellular catabolic process"
"Process","GO:0032652",5,99,9606,"9606.ENSP00000229135,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000398698,9606.ENSP00000412237","IFNG,P2RX7,NLRP3,TNF,IL10",0.00053,0.0445,"Regulation of interleukin-1 production"
"Process","GO:0001775",17,1075,9606,"9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000229135,9606.ENSP00000327025,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000352833,9606.ENSP00000357158,9606.ENSP00000360124,9606.ENSP00000364802,9606.ENSP00000372139,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237,9606.ENSP00000419371","MAPK1,MYH9,IFNG,RORC,P2RX7,ADORA2A,GPR29,PTPN22,FCRL1,PGM1,HSPA1A,DEFA1,ENSP00000383715,IL6,TNF,IL10,AZI2",0.00054,0.0449,"Cell activation"
"Process","GO:0032731",4,55,9606,"9606.ENSP00000229135,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000398698","IFNG,P2RX7,NLRP3,TNF",0.00054,0.0449,"Positive regulation of interleukin-1 beta production"
"Process","GO:0046364",4,55,9606,"9606.ENSP00000216780,9606.ENSP00000324105,9606.ENSP00000360124,9606.ENSP00000377192","PCK2,ENO3,PGM1,G6PD",0.00054,0.0449,"Monosaccharide biosynthetic process"
"Process","GO:0048708",4,55,9606,"9606.ENSP00000215832,9606.ENSP00000229135,9606.ENSP00000336630,9606.ENSP00000398698","MAPK1,IFNG,ADORA2A,TNF",0.00054,0.0449,"Astrocyte differentiation"
"Process","GO:0006109",7,216,9606,"9606.ENSP00000229135,9606.ENSP00000258742,9606.ENSP00000262418,9606.ENSP00000262430,9606.ENSP00000327025,9606.ENSP00000330696,9606.ENSP00000341044","IFNG,NUPL2,SLC4A1,MLYCD,RORC,P2RX7,ACACB",0.00056,0.0455,"Regulation of carbohydrate metabolic process"
"Process","GO:0070228",4,56,9606,"9606.ENSP00000327025,9606.ENSP00000330696,9606.ENSP00000412237,9606.ENSP00000430950","RORC,P2RX7,IL10,IDO1",0.00057,0.0463,"Regulation of lymphocyte apoptotic process"
"Process","GO:0002824",5,101,9606,"9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000337383,9606.ENSP00000385675,9606.ENSP00000398698","IL23R,P2RX7,NLRP3,IL6,TNF",0.00058,0.0464,"Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"Process","GO:0032483",2,4,9606,"9606.ENSP00000310933,9606.ENSP00000362727","MADD,DENND1A",0.00059,0.0471,"Regulation of Rab protein signal transduction"
"Process","GO:0060474",2,4,9606,"9606.ENSP00000343952,9606.ENSP00000383715","GPR29,ENSP00000383715",0.00059,0.0471,"Positive regulation of flagellated sperm motility involved in capacitation"
"Process","GO:0010243",16,987,9606,"9606.ENSP00000215832,9606.ENSP00000216780,9606.ENSP00000262741,9606.ENSP00000289753,9606.ENSP00000305372,9606.ENSP00000308725,9606.ENSP00000310170,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000337383,9606.ENSP00000352833,9606.ENSP00000370023,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000412237","MAPK1,PCK2,PIK3R3,HTR6,ADRB2,GABRB3,FOSL1,OXTR,P2RX7,ADORA2A,NLRP3,PTPN22,HADHA,IL6,TNF,IL10",0.00061,0.0482,"Response to organonitrogen compound"
"Component","GO:0031226",31,1703,9606,"9606.ENSP00000023064,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000289753,9606.ENSP00000292303,9606.ENSP00000299847,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308725,9606.ENSP00000321345,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000349967,9606.ENSP00000351430,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000360217,9606.ENSP00000371420,9606.ENSP00000376303,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000411004,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000477344","SLC7A9,VIPR2,SLC4A1,HTR6,CCR5,CHRFAM7A,ADORA2B,ADRB2,GABRB3,IL23R,OXTR,P2RX7,ADORA2A,GPR29,KCNQ5,CCRL2,GYPE,SPTA1,FCRL1,RHAG,GPNMB,CPT1C,ENSP00000383715,IL6,TNF,SLC12A3,XG,GYPB,ATP1A1,SPTB,SYT6",8.65e-08,0.00015,"Intrinsic component of plasma membrane"
"Component","GO:0005887",29,1623,9606,"9606.ENSP00000023064,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000289753,9606.ENSP00000292303,9606.ENSP00000299847,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308725,9606.ENSP00000321345,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000349967,9606.ENSP00000351430,9606.ENSP00000357158,9606.ENSP00000360217,9606.ENSP00000371420,9606.ENSP00000376303,9606.ENSP00000383715,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000411004,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000477344","SLC7A9,VIPR2,SLC4A1,HTR6,CCR5,CHRFAM7A,ADORA2B,ADRB2,GABRB3,IL23R,OXTR,P2RX7,ADORA2A,GPR29,KCNQ5,CCRL2,GYPE,FCRL1,RHAG,GPNMB,CPT1C,ENSP00000383715,IL6,TNF,SLC12A3,XG,GYPB,ATP1A1,SYT6",3.69e-07,0.00031,"Integral component of plasma membrane"
"Component","GO:0005886",59,5314,9606,"9606.ENSP00000023064,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000295550,9606.ENSP00000299847,9606.ENSP00000300215,9606.ENSP00000303427,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000310170,9606.ENSP00000310933,9606.ENSP00000311837,9606.ENSP00000321345,9606.ENSP00000324105,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343273,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351430,9606.ENSP00000352833,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000359609,9606.ENSP00000360217,9606.ENSP00000362727,9606.ENSP00000364802,9606.ENSP00000367064,9606.ENSP00000371420,9606.ENSP00000373298,9606.ENSP00000376303,9606.ENSP00000377192,9606.ENSP00000383715,9606.ENSP00000384370,9606.ENSP00000385675,9606.ENSP00000393066,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000408236,9606.ENSP00000411004,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000467494,9606.ENSP00000477344,9606.ENSP00000480484,9606.ENSP00000482590","SLC7A9,MAPK1,MYH9,VIPR2,SLC4A1,HTR6,CACHD1,CCR5,COL6A3,CHRFAM7A,EPB42,PDS5A,ADORA2B,ADRB2,CD248,GABRB3,FOSL1,MADD,SNTG2,IL23R,ENO3,OXTR,P2RX7,ADORA2A,KLHL7,GPR29,KCNQ5,KEL,CCRL2,GYPE,PTPN22,GYPA,COMT,SPTA1,FCRL1,LMBRD1,RHAG,DENND1A,HSPA1A,CUBN,GPNMB,COLQ,CPT1C,G6PD,ENSP00000383715,STEAP1B,IL6,SLC4A10,TNF,SLC12A3,CYTH2,XG,GYPB,ATP1A1,SPTB,GIPR,SYT6,TCHH,TBC1D3F",1.5e-06,0.00076,"Plasma membrane"
"Component","GO:0071944",60,5432,9606,"9606.ENSP00000023064,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000295550,9606.ENSP00000299847,9606.ENSP00000300215,9606.ENSP00000303427,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000310170,9606.ENSP00000310933,9606.ENSP00000311837,9606.ENSP00000317790,9606.ENSP00000321345,9606.ENSP00000324105,9606.ENSP00000324270,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343273,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351430,9606.ENSP00000352833,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000359609,9606.ENSP00000360217,9606.ENSP00000362727,9606.ENSP00000364802,9606.ENSP00000367064,9606.ENSP00000371420,9606.ENSP00000373298,9606.ENSP00000376303,9606.ENSP00000377192,9606.ENSP00000383715,9606.ENSP00000384370,9606.ENSP00000385675,9606.ENSP00000393066,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000408236,9606.ENSP00000411004,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000467494,9606.ENSP00000477344,9606.ENSP00000480484,9606.ENSP00000482590","SLC7A9,MAPK1,MYH9,VIPR2,SLC4A1,HTR6,CACHD1,CCR5,COL6A3,CHRFAM7A,EPB42,PDS5A,ADORA2B,ADRB2,CD248,GABRB3,FOSL1,MADD,SNTG2,SPTBN5,IL23R,ENO3,OXTR,P2RX7,ADORA2A,KLHL7,GPR29,KCNQ5,KEL,CCRL2,GYPE,PTPN22,GYPA,COMT,SPTA1,FCRL1,LMBRD1,RHAG,DENND1A,HSPA1A,CUBN,GPNMB,COLQ,CPT1C,G6PD,ENSP00000383715,STEAP1B,IL6,SLC4A10,TNF,SLC12A3,CYTH2,XG,GYPB,ATP1A1,SPTB,GIPR,SYT6,TCHH,TBC1D3F",1.33e-06,0.00076,"Cell periphery"
"Component","GO:0098552",14,531,9606,"9606.ENSP00000262418,9606.ENSP00000292303,9606.ENSP00000308117,9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000352833,9606.ENSP00000357129,9606.ENSP00000367064,9606.ENSP00000377192,9606.ENSP00000383715,9606.ENSP00000398698,9606.ENSP00000451752","SLC4A1,CCR5,CD248,IL23R,P2RX7,GPR29,CCRL2,PTPN22,SPTA1,CUBN,G6PD,ENSP00000383715,TNF,SPTB",9.61e-06,0.0033,"Side of membrane"
"Component","GO:0016020",82,9072,9606,"9606.ENSP00000023064,9606.ENSP00000215832,9606.ENSP00000216181,9606.ENSP00000223215,9606.ENSP00000258742,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000262741,9606.ENSP00000265641,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000295550,9606.ENSP00000299847,9606.ENSP00000300215,9606.ENSP00000303148,9606.ENSP00000303427,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000310170,9606.ENSP00000310933,9606.ENSP00000311837,9606.ENSP00000312029,9606.ENSP00000317790,9606.ENSP00000321345,9606.ENSP00000324105,9606.ENSP00000324270,9606.ENSP00000326305,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000337383,9606.ENSP00000341044,9606.ENSP00000343273,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351214,9606.ENSP00000351430,9606.ENSP00000352833,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000358831,9606.ENSP00000359609,9606.ENSP00000359871,9606.ENSP00000360217,9606.ENSP00000361042,9606.ENSP00000362727,9606.ENSP00000364802,9606.ENSP00000367064,9606.ENSP00000370023,9606.ENSP00000371420,9606.ENSP00000373298,9606.ENSP00000376303,9606.ENSP00000377192,9606.ENSP00000379011,9606.ENSP00000383715,9606.ENSP00000384370,9606.ENSP00000385675,9606.ENSP00000385689,9606.ENSP00000386377,9606.ENSP00000393066,9606.ENSP00000397312,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000408236,9606.ENSP00000411004,9606.ENSP00000425840,9606.ENSP00000427690,9606.ENSP00000438689,9606.ENSP00000441858,9606.ENSP00000444810,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000467494,9606.ENSP00000477344,9606.ENSP00000480484,9606.ENSP00000482590","SLC7A9,MAPK1,MYH9,MEST,NUPL2,VIPR2,SLC4A1,PIK3R3,CPT1A,HTR6,CACHD1,CCR5,COL6A3,CHRFAM7A,EPB42,TMEM37,PDS5A,ADORA2B,ADRB2,CD248,GABRB3,FOSL1,MADD,SNTG2,UCP2,SPTBN5,IL23R,ENO3,OXTR,SLC25A20,P2RX7,ADORA2A,NLRP3,ACACB,KLHL7,GPR29,KCNQ5,KEL,CCRL2,TOMM7,GYPE,PTPN22,GYPA,COMT,SPTA1,FCRL1,ELOVL4,LMBRD1,ACADM,RHAG,SURF1,DENND1A,HSPA1A,CUBN,HADHA,GPNMB,COLQ,CPT1C,G6PD,CPT1B,ENSP00000383715,STEAP1B,IL6,GRAMD4,MGAT5,SLC4A10,LRRN3,TNF,SLC12A3,CYTH2,XG,RNF150,GYPB,ACADVL,DMXL2,FKBP5,ATP1A1,SPTB,GIPR,SYT6,TCHH,TBC1D3F",1.22e-05,0.0035,"Membrane"
"Component","GO:0008091",3,9,9606,"9606.ENSP00000317790,9606.ENSP00000357129,9606.ENSP00000451752","SPTBN5,SPTA1,SPTB",5.27e-05,0.0115,"Spectrin"
"Component","GO:0030863",6,96,9606,"9606.ENSP00000216181,9606.ENSP00000262418,9606.ENSP00000300215,9606.ENSP00000317790,9606.ENSP00000357129,9606.ENSP00000451752","MYH9,SLC4A1,EPB42,SPTBN5,SPTA1,SPTB",4.75e-05,0.0115,"Cortical cytoskeleton"
"Component","GO:0005739",24,1611,9606,"9606.ENSP00000215832,9606.ENSP00000216780,9606.ENSP00000231509,9606.ENSP00000258975,9606.ENSP00000262430,9606.ENSP00000265594,9606.ENSP00000265641,9606.ENSP00000268124,9606.ENSP00000281317,9606.ENSP00000312029,9606.ENSP00000326305,9606.ENSP00000341044,9606.ENSP00000343657,9606.ENSP00000346173,9606.ENSP00000351214,9606.ENSP00000359871,9606.ENSP00000361042,9606.ENSP00000364802,9606.ENSP00000370023,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000385689,9606.ENSP00000389175,9606.ENSP00000438689","MAPK1,PCK2,NR3C1,TACO1,MLYCD,MCCC1,CPT1A,POLG,MMAA,UCP2,SLC25A20,ACACB,MCCC2,ETFB,TOMM7,ACADM,SURF1,HSPA1A,HADHA,CPT1C,CPT1B,GRAMD4,GLYCTK,ACADVL",8.57e-05,0.0162,"Mitochondrion"
"Component","GO:0031224",54,5345,9606,"9606.ENSP00000023064,9606.ENSP00000223215,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000265641,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000299847,9606.ENSP00000303148,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000310933,9606.ENSP00000312029,9606.ENSP00000321345,9606.ENSP00000324270,9606.ENSP00000326305,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351214,9606.ENSP00000351430,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357129,9606.ENSP00000357158,9606.ENSP00000358831,9606.ENSP00000359609,9606.ENSP00000360217,9606.ENSP00000361042,9606.ENSP00000371420,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000383715,9606.ENSP00000384370,9606.ENSP00000385675,9606.ENSP00000385689,9606.ENSP00000386377,9606.ENSP00000393066,9606.ENSP00000397312,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000411004,9606.ENSP00000425840,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000451752,9606.ENSP00000467494,9606.ENSP00000477344","SLC7A9,MEST,VIPR2,SLC4A1,CPT1A,HTR6,CACHD1,CCR5,CHRFAM7A,TMEM37,ADORA2B,ADRB2,CD248,GABRB3,MADD,UCP2,IL23R,OXTR,SLC25A20,P2RX7,ADORA2A,GPR29,KCNQ5,KEL,CCRL2,TOMM7,GYPE,GYPA,COMT,SPTA1,FCRL1,ELOVL4,LMBRD1,RHAG,SURF1,GPNMB,CPT1C,CPT1B,ENSP00000383715,STEAP1B,IL6,GRAMD4,MGAT5,SLC4A10,LRRN3,TNF,SLC12A3,XG,RNF150,GYPB,ATP1A1,SPTB,GIPR,SYT6",1e-04,0.0175,"Intrinsic component of membrane"
"Component","GO:0016021",52,5181,9606,"9606.ENSP00000023064,9606.ENSP00000223215,9606.ENSP00000262178,9606.ENSP00000262418,9606.ENSP00000265641,9606.ENSP00000289753,9606.ENSP00000290039,9606.ENSP00000292303,9606.ENSP00000299847,9606.ENSP00000303148,9606.ENSP00000304501,9606.ENSP00000305372,9606.ENSP00000308117,9606.ENSP00000308725,9606.ENSP00000310933,9606.ENSP00000312029,9606.ENSP00000321345,9606.ENSP00000324270,9606.ENSP00000326305,9606.ENSP00000330696,9606.ENSP00000336630,9606.ENSP00000343952,9606.ENSP00000345055,9606.ENSP00000347409,9606.ENSP00000349967,9606.ENSP00000351214,9606.ENSP00000351430,9606.ENSP00000354003,9606.ENSP00000354511,9606.ENSP00000357158,9606.ENSP00000358831,9606.ENSP00000359609,9606.ENSP00000360217,9606.ENSP00000361042,9606.ENSP00000371420,9606.ENSP00000376303,9606.ENSP00000379011,9606.ENSP00000383715,9606.ENSP00000384370,9606.ENSP00000385675,9606.ENSP00000385689,9606.ENSP00000386377,9606.ENSP00000393066,9606.ENSP00000397312,9606.ENSP00000398698,9606.ENSP00000402152,9606.ENSP00000411004,9606.ENSP00000425840,9606.ENSP00000427690,9606.ENSP00000445306,9606.ENSP00000467494,9606.ENSP00000477344","SLC7A9,MEST,VIPR2,SLC4A1,CPT1A,HTR6,CACHD1,CCR5,CHRFAM7A,TMEM37,ADORA2B,ADRB2,CD248,GABRB3,MADD,UCP2,IL23R,OXTR,SLC25A20,P2RX7,ADORA2A,GPR29,KCNQ5,KEL,CCRL2,TOMM7,GYPE,GYPA,COMT,FCRL1,ELOVL4,LMBRD1,RHAG,SURF1,GPNMB,CPT1C,CPT1B,ENSP00000383715,STEAP1B,IL6,GRAMD4,MGAT5,SLC4A10,LRRN3,TNF,SLC12A3,XG,RNF150,GYPB,ATP1A1,GIPR,SYT6",0.00018,0.0284,"Integral component of membrane"
"Component","GO:0002169",2,2,9606,"9606.ENSP00000265594,9606.ENSP00000343657","MCCC1,MCCC2",0.00024,0.0337,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial"
"Component","GO:0005759",11,479,9606,"9606.ENSP00000216780,9606.ENSP00000231509,9606.ENSP00000262430,9606.ENSP00000265594,9606.ENSP00000268124,9606.ENSP00000281317,9606.ENSP00000343657,9606.ENSP00000346173,9606.ENSP00000359871,9606.ENSP00000370023,9606.ENSP00000438689","PCK2,NR3C1,MLYCD,MCCC1,POLG,MMAA,MCCC2,ETFB,ACADM,HADHA,ACADVL",0.00029,0.0356,"Mitochondrial matrix"
"Component","GO:0009897",9,331,9606,"9606.ENSP00000292303,9606.ENSP00000308117,9606.ENSP00000321345,9606.ENSP00000330696,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000367064,9606.ENSP00000383715,9606.ENSP00000398698","CCR5,CD248,IL23R,P2RX7,GPR29,CCRL2,CUBN,ENSP00000383715,TNF",0.00032,0.0367,"External side of plasma membrane"
"Function","GO:0004095",3,4,9606,"9606.ENSP00000265641,9606.ENSP00000376303,9606.ENSP00000379011","CPT1A,CPT1C,CPT1B",8.58e-06,0.0278,"Carnitine O-palmitoyltransferase activity"
"Function","GO:0008528",7,148,9606,"9606.ENSP00000262178,9606.ENSP00000292303,9606.ENSP00000324270,9606.ENSP00000343952,9606.ENSP00000349967,9606.ENSP00000383715,9606.ENSP00000467494","VIPR2,CCR5,OXTR,GPR29,CCRL2,ENSP00000383715,GIPR",6e-05,0.0278,"G protein-coupled peptide receptor activity"
"Function","GO:0016421",3,6,9606,"9606.ENSP00000265594,9606.ENSP00000341044,9606.ENSP00000343657","MCCC1,ACACB,MCCC2",2.04e-05,0.0278,"CoA carboxylase activity"
